Core-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,CCX-0,,,,
Utilization (%),Eff Freq,IPC (Sys + User),CPI (Sys + User),Branch Misprediction Ratio,IC (32B) Fetch Miss Ratio,Op Cache (64B) Fetch Miss Ratio,IC Access (pti),IC Miss (pti),DC Access (pti),DC Fills From Same CCX (pti),DC Fills From different CCX in same node (pti),DC Fills From Local Memory (pti),DC Fills From Remote CCX Cache (pti),DC Fills From Remote Memory (pti),All DC Fills (pti),L2 Access (pti),L2 Access from IC Miss (pti),L2 Access from DC Miss (pti),L2 Access from HWPF (pti),L2 Miss (pti),L2 Miss from IC Miss (pti),L2 Miss from DC Miss (pti),L2 Miss from HWPF (pti),L2 Hit (pti),L2 Hit from IC Miss (pti),L2 Hit from DC Miss (pti),L2 Hit from HWPF (pti),L3 Access,L3 Miss,L3 Miss %,Ave L3 Miss Latency,
100.02,3723.44,0.84,1.19,0.05,0.27,0.28,145.41,39.64,548.95,21.53,0.30,0.04,0.41,0.05,22.32,55.92,21.64,21.55,12.75,19.22,6.11,7.86,5.25,33.37,19.90,8.12,7.50,3298850.00,44202.00,1.34,760.36,
21.40,2979.31,0.92,1.08,0.01,0.33,0.33,83.65,27.29,406.37,12.70,0.09,0.04,0.01,0.00,12.83,50.73,22.89,17.81,10.07,7.72,1.45,2.41,3.87,17.04,7.75,3.09,6.20,2650760.00,168058.00,6.34,613.75,
11.50,2979.26,1.03,0.97,0.02,0.30,0.31,122.22,37.13,601.75,17.19,0.23,0.01,0.06,0.00,17.49,102.02,30.79,34.04,37.70,31.82,4.18,5.92,21.72,48.14,18.27,13.90,15.97,3113650.00,145536.00,4.67,634.63,
0.54,2979.53,0.55,1.83,0.03,0.38,0.38,103.05,39.18,380.96,13.55,1.40,0.02,0.27,0.01,15.24,82.75,43.56,23.18,16.11,40.22,12.27,18.15,9.80,28.52,13.54,8.68,6.30,2946915.00,79262.00,2.69,595.87,
4.74,1493.81,0.85,1.17,0.02,0.34,0.34,109.25,37.22,423.95,16.61,1.23,0.07,0.24,0.01,18.16,104.97,56.14,27.19,21.73,24.75,5.22,5.83,13.70,36.69,21.20,7.45,8.03,131945.00,20558.00,15.58,238.42,
7.97,1499.57,0.77,1.30,0.04,0.33,0.24,77.59,25.39,399.29,18.06,1.60,0.08,0.32,0.01,20.07,55.28,5.70,27.17,22.50,36.19,6.58,15.18,14.43,26.58,10.42,8.10,8.06,272996.00,16071.00,5.89,246.42,
3.20,1627.33,0.89,1.13,0.02,0.20,0.17,51.80,10.40,548.70,24.77,0.71,0.06,0.68,0.07,26.29,66.52,23.68,25.13,17.73,36.29,10.68,16.82,8.80,34.89,14.97,10.98,8.93,57390.00,4845.00,8.44,396.94,
7.35,1482.08,0.89,1.13,0.02,0.32,0.33,76.70,24.33,370.67,6.14,0.20,0.03,0.08,0.00,6.46,58.70,21.93,22.81,13.96,9.39,1.47,2.46,5.46,18.81,7.29,3.02,8.50,324312.00,57857.00,17.84,205.06,
14.23,2978.30,0.97,1.03,0.02,0.36,0.16,28.99,10.56,240.20,19.10,0.64,0.05,0.13,0.00,19.92,102.93,26.49,36.25,40.57,79.82,39.34,20.66,19.81,72.01,37.69,12.82,20.76,2901285.00,154363.00,5.32,603.67,
7.45,1636.95,1.04,0.96,0.02,0.34,0.35,165.70,56.62,485.63,20.96,1.18,0.05,0.33,0.01,22.53,55.84,16.84,20.17,18.98,80.25,50.84,19.72,9.70,72.20,50.77,12.14,9.28,153483.00,16081.00,10.48,288.78,
1.38,1501.27,0.70,1.43,0.02,0.40,0.47,183.18,72.94,488.95,11.14,1.60,0.05,0.33,0.02,13.12,81.15,49.28,18.71,13.25,33.81,14.54,11.08,8.18,31.75,20.47,6.21,5.07,77632.00,9514.00,12.26,304.19,
10.71,1495.76,0.68,1.47,0.03,0.32,0.29,118.38,37.52,555.50,20.18,0.97,0.06,0.58,0.05,21.85,57.01,23.97,21.20,11.70,20.20,8.53,6.73,4.94,31.92,10.10,14.66,6.76,199005.00,15998.00,8.04,255.60,
14.55,1562.84,0.89,1.12,0.02,0.26,0.20,62.27,16.31,450.28,16.61,1.26,0.07,0.24,0.01,18.19,36.70,17.48,11.14,8.13,37.47,19.67,13.35,4.46,37.89,26.07,8.15,3.67,460117.00,101531.00,22.07,245.49,
4.29,1513.37,1.01,0.99,0.01,0.37,0.39,117.25,43.67,417.44,26.44,0.80,0.08,1.18,0.08,28.58,114.07,65.44,30.16,18.52,29.05,3.66,15.70,9.69,24.57,7.05,8.69,8.83,64371.00,6987.00,10.85,301.81,
7.70,1499.91,0.88,1.14,0.03,0.28,0.22,83.63,23.15,504.01,25.25,0.90,0.08,0.14,0.01,26.38,72.57,30.42,21.13,19.38,31.57,5.89,12.80,12.89,23.02,10.13,6.41,6.49,278222.00,19970.00,7.18,238.99,
8.80,1497.16,0.96,1.05,0.03,0.33,0.26,88.29,29.02,409.47,20.92,1.71,0.15,0.13,0.01,22.92,133.85,74.22,29.53,32.06,37.69,12.21,7.13,18.35,55.30,25.84,15.75,13.71,345753.00,17444.00,5.05,249.77,
0.76,1838.39,0.53,1.90,0.04,0.37,0.39,115.22,42.68,431.75,24.46,0.47,0.05,0.48,0.04,25.51,58.48,21.97,22.60,14.04,31.76,9.91,12.56,9.29,23.13,9.45,8.93,4.75,30477.00,4675.00,15.34,366.80,
8.02,1493.33,0.84,1.20,0.02,0.14,0.15,40.82,5.56,551.14,20.43,1.47,0.06,0.50,0.02,22.48,52.33,17.44,21.82,13.10,28.32,7.65,13.77,6.89,24.28,7.46,10.60,6.21,344616.00,45520.00,13.21,238.25,
14.95,1578.31,0.94,1.06,0.02,0.24,0.22,68.47,16.56,547.46,16.22,2.21,0.08,0.44,0.02,18.97,97.06,24.78,33.55,39.33,40.26,6.80,19.37,14.09,39.26,6.73,7.28,25.24,333552.00,134585.00,40.35,265.26,
3.69,1605.28,0.90,1.11,0.01,0.30,0.29,76.49,22.96,415.03,25.29,2.10,0.21,1.22,0.26,29.09,89.77,44.22,25.54,20.51,24.67,4.20,6.82,13.64,46.29,23.09,16.34,6.86,55629.00,4727.00,8.50,427.99,
1.10,1612.70,0.58,1.71,0.04,0.24,0.22,103.66,24.87,599.68,24.09,0.79,0.04,0.71,0.06,25.69,57.53,7.83,26.69,23.25,37.63,5.11,16.38,16.14,21.84,5.73,8.98,7.11,44061.00,8394.00,19.05,270.11,
3.82,1720.10,0.81,1.23,0.01,0.13,0.16,41.91,5.32,541.57,22.30,0.75,0.13,0.48,0.04,23.68,59.10,24.55,22.14,12.43,45.46,19.36,20.75,5.35,26.81,12.82,6.91,7.08,303279.00,18939.00,6.24,261.14,
3.62,1500.04,0.80,1.25,0.03,0.21,0.18,71.11,15.13,583.13,28.14,1.10,0.23,0.49,0.07,30.04,62.38,8.23,26.97,27.29,40.99,6.23,17.46,17.30,24.85,7.36,7.51,9.99,235093.00,14053.00,5.98,237.21,
3.46,1500.29,0.99,1.01,0.01,0.17,0.16,48.46,8.29,553.15,24.53,0.69,0.05,0.57,0.07,25.92,59.11,10.02,26.09,23.22,34.26,2.94,14.69,16.63,19.93,4.92,8.43,6.58,70343.00,5580.00,7.93,273.74,
15.87,1516.34,0.92,1.08,0.02,0.17,0.15,42.56,7.07,553.60,17.24,1.41,0.05,0.38,0.02,19.10,111.38,35.58,36.57,39.93,44.16,4.33,17.91,21.92,33.06,8.47,6.58,18.00,502010.00,126043.00,25.11,231.40,
10.72,1703.12,0.95,1.05,0.02,0.32,0.38,179.24,56.51,610.61,25.37,0.58,0.06,0.55,0.04,26.60,84.78,29.98,30.31,24.63,44.24,12.03,16.95,15.25,30.85,13.20,8.36,9.37,245627.00,86189.00,35.09,280.48,
2.97,1500.26,1.00,1.00,0.01,0.28,0.25,62.82,17.86,397.28,24.70,0.51,0.06,0.44,0.07,25.78,34.10,15.39,12.06,6.65,16.88,5.84,7.92,3.11,53.58,21.26,28.78,3.54,69447.00,4215.00,6.07,279.55,
5.69,3717.18,0.39,2.59,0.04,0.35,0.35,86.96,30.15,367.90,39.89,0.11,0.04,0.11,0.04,40.19,62.07,27.65,22.05,12.38,33.00,18.61,8.27,6.12,48.38,30.66,11.45,6.26,2727780.00,127918.00,4.69,728.92,
83.88,3724.49,0.83,1.21,0.05,0.31,0.34,186.08,58.23,617.55,24.96,0.07,0.60,0.00,0.01,25.64,160.85,91.51,41.17,28.28,28.17,2.93,5.82,19.42,45.26,20.87,15.53,8.87,2898523.00,133805.00,4.62,608.02,
0.89,2468.21,0.41,2.45,0.09,0.31,0.31,75.54,23.39,374.01,25.70,0.70,0.15,0.97,0.15,27.66,50.15,15.76,21.89,12.53,36.64,17.53,13.76,5.35,57.41,37.48,13.11,7.18,2559683.00,78716.00,3.08,635.43,
3.22,3707.89,0.47,2.12,0.04,0.32,0.33,76.02,24.19,371.92,4.70,0.14,0.02,0.02,0.00,4.87,52.57,20.74,20.42,11.42,63.02,33.38,24.47,5.17,85.40,62.35,16.86,6.24,3042747.00,69025.00,2.27,637.54,
14.55,3123.40,0.94,1.06,0.02,0.30,0.33,118.12,34.91,586.03,16.98,0.03,0.01,0.01,0.00,17.03,97.15,32.96,32.42,32.38,23.74,1.53,4.43,17.79,41.09,14.43,12.07,14.59,2237842.00,171177.00,7.65,554.32,
0.48,2977.87,0.57,1.74,0.04,0.32,0.25,43.53,14.07,279.18,5.87,0.06,0.01,0.01,0.00,5.96,40.26,14.98,16.44,8.83,30.69,14.03,13.02,3.64,52.30,29.50,17.58,5.19,3194449.00,11951.00,0.37,753.44,
16.14,2978.58,1.49,0.67,0.01,0.41,0.72,246.84,102.01,488.13,40.67,0.08,0.02,0.09,0.01,40.87,51.89,19.27,21.56,11.06,31.66,11.61,15.56,4.49,41.41,21.38,13.46,6.57,2820784.00,223481.00,7.92,567.60,
10.65,2979.04,0.92,1.08,0.01,0.29,0.33,117.24,33.96,558.69,17.52,0.79,0.05,0.18,0.01,18.55,72.89,22.98,26.30,24.30,14.31,1.42,4.92,7.97,42.14,14.47,11.33,16.33,2684041.00,151564.00,5.65,598.21,
2.64,2689.53,0.70,1.43,0.02,0.28,0.28,60.04,17.05,352.16,27.58,1.94,0.06,2.02,0.03,31.64,70.24,28.00,26.47,15.90,13.19,1.78,4.22,7.20,46.13,23.52,13.92,8.70,2867749.00,8555.00,0.30,682.44,
5.49,2979.21,2.00,0.50,0.01,0.29,0.32,63.54,18.68,337.04,12.70,0.54,0.04,0.23,0.02,13.53,50.31,19.41,19.78,11.14,30.43,12.07,13.68,4.68,49.37,25.18,17.75,6.46,2766286.00,56563.00,2.04,750.99,
40.48,1691.36,1.21,0.83,0.01,0.30,0.29,96.05,28.59,538.23,22.05,0.90,0.06,0.72,0.08,23.81,53.90,7.81,25.30,20.88,35.34,4.60,16.59,14.14,21.09,5.93,8.40,6.74,774343.00,147040.00,18.99,250.98,
4.09,1500.15,0.92,1.09,0.02,0.13,0.14,38.71,5.08,541.34,16.88,1.08,0.06,0.19,0.01,18.23,88.61,34.70,29.27,25.15,35.96,6.42,17.62,11.92,31.51,10.62,7.64,13.24,83214.00,6492.00,7.80,297.98,
2.05,1500.15,0.87,1.15,0.02,0.29,0.39,292.27,83.43,620.76,23.86,1.26,0.08,0.85,0.04,26.08,72.11,21.93,27.59,22.85,53.10,14.84,21.57,16.68,19.95,7.60,6.18,6.17,29125.00,2189.00,7.52,366.52,
4.50,1499.83,0.82,1.22,0.03,0.21,0.20,101.51,21.12,623.24,23.98,1.03,0.06,1.02,0.05,26.14,70.01,20.90,26.68,22.68,54.56,17.66,20.07,16.83,20.65,8.61,6.18,5.85,83367.00,2837.00,3.40,352.44,
4.41,1499.95,0.82,1.22,0.03,0.21,0.20,95.15,19.57,608.83,23.37,1.00,0.05,0.93,0.09,25.44,67.36,19.30,26.27,22.06,52.02,14.84,20.51,16.68,17.35,6.01,5.95,5.38,113862.00,3940.00,3.46,314.81,
3.75,1500.00,0.79,1.26,0.03,0.22,0.20,104.24,23.16,618.57,25.36,1.07,0.07,0.93,0.06,27.48,68.34,23.21,25.24,20.23,30.45,7.09,7.93,15.43,43.54,23.26,15.46,4.80,65096.00,3109.00,4.78,358.50,
0.82,3722.89,0.29,3.44,0.11,0.34,0.41,215.70,73.33,653.52,28.78,0.08,0.05,0.03,0.01,28.94,41.13,15.33,19.17,6.61,8.75,1.70,4.07,2.98,12.75,5.72,3.41,3.62,2703287.00,111200.00,4.11,742.38,
25.09,2850.44,0.75,1.34,0.02,0.38,0.52,166.12,62.45,508.34,16.22,0.64,0.04,0.13,0.01,17.04,85.50,30.84,28.36,26.92,17.96,1.87,4.68,11.42,45.47,15.84,14.13,15.50,2278515.00,202695.00,8.90,589.30,
2.95,3052.10,0.46,2.17,0.05,0.41,0.69,246.78,101.01,489.67,29.19,0.24,0.04,0.03,0.00,29.51,94.42,57.49,22.65,14.30,25.71,12.46,5.34,7.92,41.62,22.67,12.61,6.38,2631950.00,43568.00,1.66,353.07,
4.36,2987.50,0.15,6.51,0.01,0.31,0.29,55.56,17.06,319.02,7.05,0.14,0.07,0.06,0.02,7.34,88.87,58.73,24.51,5.68,39.76,23.63,13.02,3.12,71.83,55.02,14.26,2.56,2948647.00,83535.00,2.83,642.33,
55.06,3720.45,1.11,0.90,0.04,0.27,0.23,86.08,23.16,544.38,11.26,0.15,0.04,0.06,0.01,11.52,73.67,25.41,25.74,22.67,16.10,1.45,3.44,11.21,31.36,10.93,8.97,11.46,1869532.00,127870.00,6.84,593.60,
10.86,2979.33,0.12,8.30,0.01,0.30,0.28,58.86,17.56,344.65,5.69,0.42,0.02,0.35,0.01,6.49,17.95,9.15,5.35,3.45,8.25,2.24,4.18,1.83,36.12,21.42,13.08,1.62,2918889.00,12854.00,0.44,580.05,
3.66,1593.67,0.25,3.95,0.02,0.21,0.25,84.13,17.55,536.84,17.08,0.70,0.07,0.92,0.10,18.86,55.38,6.95,27.85,20.66,36.04,7.36,15.78,12.90,24.85,5.53,11.56,7.76,21253.00,4762.00,22.41,400.18,
3.53,1499.80,0.98,1.02,0.01,0.16,0.16,44.29,7.04,536.27,22.53,1.28,0.07,0.83,0.05,24.75,61.65,17.80,26.25,17.86,51.02,17.97,20.42,12.64,17.28,6.35,5.71,5.22,42641.00,4534.00,10.63,414.91,
4.40,1499.65,0.75,1.34,0.03,0.21,0.20,97.04,20.30,611.91,24.63,0.65,0.06,0.71,0.08,26.13,72.27,22.21,27.27,23.01,56.70,18.71,21.59,16.40,19.48,6.97,5.90,6.61,72496.00,3322.00,4.58,412.54,
4.68,1499.61,0.71,1.41,0.03,0.21,0.20,101.06,21.58,621.96,24.82,0.86,0.05,0.78,0.07,26.58,69.51,19.86,27.24,22.63,54.60,17.52,20.32,16.76,19.00,7.70,5.43,5.87,76404.00,4449.00,5.82,411.35,
3.68,1499.53,0.74,1.35,0.04,0.22,0.21,109.09,23.99,605.87,24.51,1.09,0.06,0.85,0.05,26.56,71.90,19.16,28.13,24.86,53.74,16.20,19.55,17.98,19.57,7.71,4.97,6.88,71440.00,3251.00,4.55,385.51,
4.36,1499.65,0.79,1.26,0.03,0.21,0.20,98.54,20.43,608.14,23.33,0.85,0.05,0.71,0.08,25.02,75.78,20.43,29.31,26.30,55.91,16.35,20.82,18.74,19.95,7.22,5.17,7.56,85011.00,3264.00,3.84,355.81,
4.33,1499.66,0.79,1.27,0.03,0.21,0.20,103.45,21.67,619.28,24.72,1.50,0.17,0.86,0.05,27.30,74.85,23.49,27.63,23.96,48.36,19.84,11.32,17.20,69.16,45.51,16.78,6.77,80003.00,2649.00,3.31,389.89,
99.64,3647.48,0.81,1.23,0.05,0.29,0.29,144.83,41.68,535.99,30.30,0.36,0.06,0.05,0.00,30.78,93.29,52.14,25.77,15.39,31.18,16.10,6.28,8.81,43.91,25.87,11.47,6.59,2871964.00,38197.00,1.33,716.68,
13.74,2978.84,0.82,1.22,0.01,0.32,0.34,77.63,25.22,360.38,41.28,0.22,0.02,0.11,0.02,41.66,52.99,23.07,21.97,7.94,88.82,60.47,24.66,3.69,55.80,35.73,15.80,4.26,3082279.00,68028.00,2.21,1192.59,
36.88,3711.39,1.06,0.95,0.03,0.34,0.43,250.92,86.18,723.52,18.93,0.12,0.15,0.03,0.02,19.24,137.18,86.84,30.28,20.06,47.61,22.21,13.17,12.23,60.10,36.39,15.95,7.82,2726165.00,254346.00,9.33,689.01,
9.92,3669.25,1.12,0.89,0.01,0.30,0.33,113.00,33.39,516.31,28.54,0.22,0.04,0.04,0.01,28.84,97.71,59.79,22.96,14.96,27.31,12.76,6.17,8.39,41.51,23.67,11.31,6.57,2765984.00,163476.00,5.91,646.00,
3.26,3429.66,0.46,2.17,0.05,0.31,0.33,71.30,22.40,355.00,25.61,1.05,0.03,0.99,0.04,27.73,53.40,18.15,23.00,12.25,26.82,6.05,15.43,5.33,24.34,6.60,10.82,6.92,2976935.00,59049.00,1.98,614.55,
16.78,2978.71,1.46,0.68,0.01,0.29,0.28,87.49,25.61,532.81,11.40,0.04,0.02,0.00,0.00,11.47,83.48,28.36,28.57,27.43,15.67,1.78,4.25,9.64,38.53,11.70,9.04,17.79,2792071.00,227194.00,8.14,741.98,
2.20,2745.15,1.12,0.89,0.02,0.31,0.30,122.19,37.75,590.39,16.03,0.02,0.19,0.01,0.07,16.31,98.33,34.67,33.37,30.91,23.66,1.91,4.54,17.21,53.02,23.57,15.75,13.69,2827734.00,29743.00,1.05,696.34,
4.90,2965.24,2.23,0.45,0.01,0.33,0.31,68.54,22.56,344.72,28.48,1.66,0.18,1.08,0.25,31.66,50.01,18.41,20.69,10.93,12.77,3.78,4.42,4.57,20.42,9.91,4.14,6.36,2878155.00,56550.00,1.96,612.51,
11.17,2953.09,1.27,0.79,0.01,0.31,0.28,96.16,29.35,578.65,7.24,0.08,0.04,0.03,0.01,7.39,49.84,17.13,21.67,11.04,7.66,0.69,2.55,4.43,17.41,7.24,3.57,6.61,2290689.00,224345.00,9.79,584.21,
11.31,2673.89,0.78,1.29,0.02,0.31,0.28,107.23,33.56,602.00,16.26,0.77,0.03,0.12,0.01,17.19,15.54,7.78,4.80,2.98,11.48,3.21,6.72,1.55,31.56,16.60,13.53,1.43,2257255.00,111603.00,4.94,628.75,
2.34,2979.36,0.64,1.57,0.02,0.32,0.30,70.36,22.62,373.75,23.88,1.26,0.09,0.84,0.06,26.13,55.36,19.09,22.89,13.40,45.28,24.90,13.92,6.45,82.56,60.53,15.04,6.95,2988856.00,45374.00,1.52,606.71,
96.58,3692.02,1.06,0.95,0.04,0.32,0.33,76.02,24.26,345.37,25.39,1.44,0.08,1.07,0.09,28.07,50.91,17.29,21.47,12.16,9.01,0.58,2.84,5.59,16.53,7.15,2.82,6.57,2709261.00,56419.00,2.08,741.84,
49.95,2838.26,0.79,1.27,0.04,0.34,0.41,228.68,77.94,682.50,15.24,0.12,0.01,0.03,0.00,15.40,159.21,90.18,41.32,27.63,32.29,4.48,8.95,18.86,46.57,21.28,16.34,8.77,2254594.00,196393.00,8.71,965.83,
7.73,3426.76,0.98,1.02,0.01,0.16,0.18,49.50,8.02,543.09,15.61,0.79,0.04,0.25,0.02,16.71,15.21,7.53,4.99,2.70,9.46,2.32,5.66,1.47,30.41,15.09,14.09,1.24,2612315.00,79696.00,3.05,635.42,
0.66,2957.87,0.52,1.92,0.03,0.34,0.36,78.09,26.59,346.34,41.51,0.29,0.02,0.16,0.03,42.02,67.04,37.45,17.76,11.83,40.04,18.87,15.50,5.67,52.54,29.28,17.11,6.16,2914068.00,78404.00,2.69,608.59,
12.01,2962.27,1.21,0.82,0.01,0.26,0.28,81.48,20.79,532.68,12.14,0.47,0.03,0.14,0.01,12.78,81.15,30.60,27.21,23.72,24.02,2.92,8.34,12.75,40.52,14.81,14.30,10.97,2184252.00,184421.00,8.44,620.29,
3.41,2796.04,0.95,1.05,0.02,0.29,0.28,116.83,33.65,570.13,24.86,0.94,0.08,0.71,0.03,26.62,74.86,28.39,25.09,22.31,27.26,8.42,8.80,10.04,43.52,21.71,9.55,12.26,118453.00,35885.00,30.29,429.51,
3.17,1634.29,0.83,1.21,0.02,0.25,0.24,96.89,24.61,562.33,21.09,1.72,0.21,0.80,0.27,24.09,54.57,8.43,25.44,20.78,28.36,5.77,9.64,12.94,36.08,15.34,12.92,7.83,45330.00,5975.00,13.18,438.16,
3.22,1704.62,0.92,1.09,0.01,0.13,0.15,39.46,5.30,540.00,25.27,0.63,0.04,0.44,0.02,26.42,78.89,25.36,28.48,25.56,56.63,17.62,20.61,18.39,18.96,6.52,5.27,7.16,61180.00,7040.00,11.51,318.51,
2.28,1499.53,0.75,1.33,0.04,0.30,0.28,74.25,21.97,402.46,22.91,0.82,0.05,0.48,0.05,24.31,50.09,7.06,25.13,17.98,24.13,6.41,6.20,11.52,61.10,42.13,12.50,6.46,54719.00,2227.00,4.07,291.92,
0.39,1498.59,0.73,1.38,0.06,0.20,0.19,88.46,17.50,611.89,24.43,0.86,0.06,0.39,0.07,25.81,57.56,16.76,23.29,17.60,32.46,6.79,16.48,9.19,30.17,11.37,10.39,8.40,76168.00,7334.00,9.63,228.42,
2.19,1499.61,0.77,1.30,0.03,0.23,0.21,112.28,25.45,624.97,16.83,0.22,0.06,0.01,0.00,17.12,134.05,87.59,28.98,17.48,39.06,20.10,8.49,10.47,52.48,33.65,11.85,7.00,382975.00,28923.00,7.55,206.31,
15.96,3716.94,0.84,1.18,0.02,0.41,0.70,242.64,99.14,495.75,28.02,0.14,0.04,0.02,0.00,28.22,135.42,86.18,30.04,19.14,19.74,1.74,6.11,11.88,38.65,16.67,14.71,7.26,3066837.00,170714.00,5.57,686.25,
0.51,2977.63,0.63,1.58,0.04,0.31,0.30,58.30,18.05,322.59,28.54,0.80,0.07,0.50,0.04,29.95,33.78,15.15,11.81,6.82,17.86,8.10,6.79,2.97,36.01,20.49,11.67,3.85,3120759.00,55164.00,1.77,1015.59,
0.54,2978.92,0.58,1.73,0.03,0.28,0.29,59.29,16.61,343.22,6.65,0.10,0.01,0.09,0.01,6.86,47.21,23.26,20.44,3.52,59.51,31.75,26.03,1.73,75.63,58.59,15.35,1.79,2837770.00,98105.00,3.46,567.56,
15.44,3282.28,0.93,1.08,0.02,0.33,0.31,106.92,34.85,571.44,26.39,0.99,0.05,0.95,0.01,28.40,67.05,19.11,27.06,20.93,28.48,3.61,13.59,11.28,25.18,5.22,10.31,9.65,1217813.00,178521.00,14.66,611.04,
3.47,1499.82,0.94,1.06,0.01,0.15,0.16,41.24,6.28,522.12,21.12,1.31,0.10,1.08,0.05,23.67,16.69,1.31,8.66,6.73,23.90,3.86,15.63,4.41,16.90,5.81,8.77,2.32,65920.00,3881.00,5.89,355.74,
3.66,1499.80,0.91,1.10,0.01,0.13,0.15,37.19,4.76,527.79,23.51,1.38,0.05,0.72,0.06,25.72,60.10,13.78,26.58,19.98,51.70,17.61,20.79,13.29,19.42,6.92,5.81,6.69,47217.00,3466.00,7.34,321.38,
3.65,1499.59,0.81,1.23,0.03,0.22,0.21,104.72,22.57,611.53,24.22,1.45,0.07,0.60,0.06,26.39,72.17,22.14,27.43,22.97,59.37,22.90,19.07,17.40,21.39,9.29,6.53,5.57,59350.00,3326.00,5.60,326.54,
6.44,1488.01,0.75,1.34,0.03,0.32,0.33,88.78,28.09,403.93,24.32,0.93,0.23,0.62,0.07,26.17,58.33,20.13,23.04,15.24,26.70,4.40,13.38,8.92,22.29,4.76,11.20,6.33,230064.00,33281.00,14.47,246.60,
3.63,1499.91,0.91,1.10,0.01,0.15,0.15,39.19,5.79,524.90,23.16,0.98,0.05,0.41,0.02,24.62,49.71,6.04,24.74,18.99,48.46,16.68,19.88,11.90,20.99,7.18,6.71,7.10,69531.00,5645.00,8.12,295.82,
3.72,1499.54,0.88,1.13,0.03,0.27,0.24,93.28,25.01,505.39,24.95,0.71,0.06,0.43,0.04,26.20,56.11,7.02,26.55,22.63,34.51,7.03,13.58,13.89,23.44,4.10,10.61,8.74,57088.00,1887.00,3.31,320.96,
3.40,1499.95,0.87,1.15,0.01,0.15,0.14,36.87,5.35,537.37,22.32,1.02,0.04,0.73,0.02,24.13,181.10,150.52,22.21,14.74,84.05,44.04,28.64,11.36,30.28,19.29,7.61,3.38,33188.00,3471.00,10.46,355.91,
0.36,1497.82,0.51,1.94,0.09,0.27,0.43,370.85,99.54,670.37,27.53,1.35,0.63,0.81,0.92,31.24,153.76,95.58,31.22,30.43,68.75,28.23,21.41,19.12,30.00,8.92,9.76,11.32,12629.00,263.00,2.08,233.06,
1.48,1499.28,0.82,1.22,0.04,0.29,0.44,360.50,103.27,648.67,29.53,0.44,0.14,0.63,0.11,30.84,66.27,18.45,26.70,21.36,56.90,20.54,20.19,16.17,17.70,5.47,7.03,5.19,25713.00,916.00,3.56,369.92,
4.21,1470.08,0.80,1.25,0.03,0.22,0.21,106.68,23.17,608.83,22.82,1.38,0.15,0.65,0.12,25.12,75.57,26.54,27.30,22.00,58.22,20.74,20.86,16.61,19.06,6.71,6.96,5.39,105473.00,5351.00,5.07,308.47,
4.05,1499.59,0.69,1.45,0.03,0.22,0.23,123.56,27.49,616.17,14.01,1.87,0.08,0.36,0.02,16.34,110.61,44.04,33.32,34.70,43.85,16.18,11.68,15.99,29.84,0.53,10.60,18.70,52933.00,3383.00,6.39,389.28,
6.07,1834.48,0.82,1.22,0.02,0.24,0.22,68.44,16.76,567.74,5.53,0.44,0.06,0.06,0.03,6.11,50.75,18.20,20.70,11.86,7.13,0.83,2.00,4.30,17.95,7.56,2.83,7.56,154569.00,28748.00,18.60,309.55,
10.66,2971.24,0.94,1.06,0.01,0.31,0.38,205.35,62.70,639.39,5.28,0.23,0.04,0.10,0.01,5.64,57.39,26.11,20.33,10.98,53.96,31.83,18.26,3.86,56.02,28.19,20.70,7.12,1832392.00,187168.00,10.21,540.57,
13.37,2979.75,1.09,0.92,0.01,0.32,0.15,24.94,7.88,268.08,14.86,0.72,0.07,0.21,0.01,15.87,95.00,45.90,28.87,21.07,13.86,1.28,2.31,10.27,21.65,7.91,2.93,10.81,2808500.00,235947.00,8.40,553.12,
11.63,2978.57,1.17,0.85,0.01,0.38,0.13,20.12,7.70,218.66,30.39,0.17,0.11,0.02,0.00,30.69,111.46,65.09,27.44,18.93,32.70,14.07,7.45,11.18,40.32,21.12,11.45,7.75,3214603.00,199720.00,6.21,549.14,
10.11,2979.57,0.84,1.19,0.01,0.31,0.30,71.78,22.59,351.22,5.25,0.05,0.01,0.03,0.00,5.34,50.17,17.19,20.93,12.02,32.60,12.82,15.24,4.53,50.70,27.18,16.03,7.48,3239782.00,67507.00,2.08,661.07,
2.92,2979.73,0.63,1.58,0.02,0.31,0.29,60.58,18.86,318.32,28.93,0.33,0.09,0.28,0.11,29.74,53.80,22.17,20.06,11.60,7.85,1.18,2.25,4.41,17.32,7.14,3.00,7.18,2887234.00,125338.00,4.34,545.98,
10.08,2979.20,0.87,1.15,0.01,0.31,0.16,70.03,21.93,487.34,18.61,0.05,0.01,0.04,0.00,18.72,94.55,27.33,31.87,35.87,19.96,1.75,3.66,14.55,43.01,12.27,9.42,21.33,2584527.00,161898.00,6.26,503.94,
0.53,2978.32,0.57,1.75,0.04,0.35,0.17,29.28,10.14,242.74,17.61,0.38,0.02,0.10,0.01,18.12,18.75,8.50,6.01,4.27,39.10,22.48,14.56,2.07,74.88,56.97,15.66,2.20,3103178.00,17248.00,0.56,591.42,
99.09,3715.86,0.91,1.10,0.04,0.28,0.28,143.50,39.77,529.94,4.61,0.13,0.01,0.03,0.00,4.78,55.43,25.08,19.04,11.27,41.17,19.52,17.21,4.44,54.61,31.88,15.90,6.82,3076767.00,69473.00,2.26,605.12,
